사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-07,경인선,306,소사,1690,67,17009,2662,15259,5467,30984,6861,28229,8747,17099,8265,12330,7074,10219,7555,10102,8343,8813,8753,8404,9150,8388,9888,9305,13137,10656,18132,9591,28819,5516,23024,4159,13263,3708,13608,2708,11167,855,6671,10,289,0,0,0,0,0,0
2021-07,경인선,307,부개,1943,5,9520,2603,15396,4285,36243,5273,27910,9597,15679,6018,11356,5730,9930,7062,9991,7536,9702,7901,8127,7941,8013,9828,9956,13211,10128,18141,10028,27108,5658,23692,4082,14059,3425,12575,2599,10440,859,5440,28,332,0,0,0,0,0,0
2021-07,경인선,308,간석,347,1,5266,1212,10226,2563,21929,4010,18054,8551,10233,5200,7778,4826,7047,5268,7272,5981,6911,6175,6398,6231,6837,7051,7160,8701,7663,11666,8927,17346,4464,17435,3565,9387,3484,7421,2340,7204,885,4337,32,477,0,0,0,0,0,0
2021-07,경인선,309,도원,622,12,2340,911,2845,2332,5834,4957,5724,13111,3853,3637,3463,3187,3833,3033,4575,3188,4836,3484,3607,3165,4785,3554,5834,3846,6024,4525,6603,5366,2334,4502,1713,3218,1357,2642,783,2206,205,1516,4,388,0,0,0,0,0,0
2021-07,경인선,310,온수(성공회대입구),319,0,5410,1325,8125,3664,21378,7015,20830,11368,12337,5752,9131,5225,8798,5683,9275,6457,8149,6392,7419,6507,7758,7595,9763,8976,9759,13037,9382,20693,4931,17223,3633,9454,3159,8565,2267,8325,788,3332,13,249,0,0,0,0,0,0
2021-07,경인선,311,중동,1034,13,10523,1321,16334,3746,39162,5389,30045,12814,15808,7776,11346,7251,10529,7938,10426,8408,10234,8497,8829,8781,8860,9817,9977,12739,10724,17605,11735,29861,5991,26599,4741,14831,4085,12287,2780,11131,871,5506,18,322,0,0,0,0,0,0
2021-07,경인선,312,도화,458,2,4410,715,6871,1807,15845,4074,12675,6761,7591,3407,5749,3513,5181,4025,5254,4404,4920,4044,4538,4524,4693,4757,5449,6236,5916,7779,6134,10726,2735,11293,2369,6372,1740,4764,1424,4358,443,3041,11,531,0,0,0,0,0,0
2021-07,경원선,128,이촌(국립중앙박물관),87,0,1060,668,3267,2258,6669,4512,7905,7601,6207,4543,4886,2847,4574,2786,4749,3091,5039,3462,4483,3139,5306,3679,6494,4084,8470,5004,8685,6663,4552,5348,3416,3510,3265,3116,2050,3476,518,1337,7,181,0,0,0,0,0,0
2021-07,경원선,129,서빙고,57,0,871,599,2025,2477,2918,4018,2664,7639,2568,2845,2008,1633,1922,1441,2064,1512,2106,1748,2164,1690,2718,1882,3672,1978,5896,2279,6298,3183,2442,2486,1538,1559,1367,1412,937,1349,249,542,4,67,0,0,0,0,0,0
2021-07,경원선,130,한남,202,1,1824,742,2486,4139,4332,10417,5474,13437,4363,10988,4254,5169,4386,3919,4585,4248,4333,4852,4698,3965,6169,4024,7327,4586,12994,5437,13308,6271,6437,5280,4689,2688,4561,2802,4204,2144,740,977,6,160,0,0,0,0,0,0
2021-07,경원선,131,옥수,0,0,3,14,8,93,26,55,142,200,79,15,22,76,27,155,16,64,28,31,32,16,9,24,254,40,279,52,32,35,307,15,35,12,73,18,10,11,1,0,0,0,0,0,0,0,0,0
2021-07,경원선,132,응봉,191,1,1306,287,2576,1274,6020,1690,6012,1985,4052,1571,2513,1156,1952,1276,2261,1495,1956,1573,1702,1733,1919,1765,2202,2391,2330,3258,2226,4534,1374,4399,1052,2173,885,1679,800,2008,154,823,4,85,0,0,0,0,0,0
2021-07,경원선,133,왕십리(성동구청),896,6,5507,795,8575,4721,23127,10692,36164,18662,23914,13929,14030,14721,13345,15555,15379,18743,15944,19901,15952,20460,17754,22472,20972,25774,25042,35696,25544,57038,18328,40041,17141,22837,21449,17489,17036,19552,2751,7067,64,2257,0,0,0,0,0,0
2021-07,경원선,134,청량리(서울시립대입구),1533,14,6131,1627,8338,10328,25805,13214,36495,21484,19581,27249,24020,27648,19075,27887,22234,25817,26860,25698,23028,27423,26333,28929,28097,29293,26840,27853,31730,44086,19577,30769,21808,15381,14084,14491,7445,10099,2476,4480,13,935,0,0,0,0,0,0
2021-07,경원선,136,외대앞,649,24,4582,1178,7531,2761,15780,3242,20032,8945,12164,8200,9460,6916,8913,7234,9671,7532,9505,7712,8951,8121,10313,9538,11002,11163,10459,14471,9555,21092,6503,16903,5022,10216,4782,9701,4127,10491,1052,5398,47,694,0,0,0,0,0,0
2021-07,경원선,137,신이문,1479,17,9064,1060,14005,2342,33293,4129,35992,7636,19209,4457,13260,5570,10410,6625,10202,7463,9669,7537,8340,8120,8232,11332,8113,13577,7870,18595,7731,29968,5211,23926,3214,14248,2558,11594,2258,11583,593,4798,44,546,0,0,0,0,0,0
2021-07,경원선,138,석계,1471,22,6011,1709,10829,3993,23017,5244,26380,7782,16986,6241,12814,6794,10862,7924,10524,8419,10130,9249,8965,10152,9231,12663,9060,16876,10044,21370,9285,35247,6961,25331,5245,14931,5357,12726,4204,11042,997,4640,29,747,0,0,0,0,0,0
2021-07,경원선,139,광운대,2091,8,5932,1043,12919,2580,29656,5077,28788,8314,14919,7468,10410,6564,8864,6996,9257,7335,8957,7532,7718,7798,8291,9159,9214,11555,8489,14384,8404,24464,5205,20939,4125,12349,3888,10068,2906,9892,977,6301,48,1866,0,0,0,0,0,0
2021-07,경원선,140,월계,955,5,5308,1129,8885,2529,22884,5587,19772,8800,12507,5139,9785,5385,8600,5478,8123,6396,7388,6624,6786,5825,7314,7204,8597,9877,7228,11838,6866,19709,4145,17410,3034,8938,2591,7571,1887,6934,639,3494,29,529,0,0,0,0,0,0
2021-07,경원선,141,녹천,1253,18,4553,798,7808,1331,19849,3202,16154,4653,10111,2500,6923,3450,5707,3458,7118,4112,5660,3977,4569,3882,4680,5005,5064,6666,4945,8106,4489,14181,3575,12300,1836,6858,1608,6158,914,5282,373,2950,30,391,0,0,0,0,0,0
2021-07,경원선,142,창동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021-07,경원선,358,방학,775,14,12218,1661,14944,5424,29061,8145,26979,18415,17607,10303,14132,9276,12077,9507,12292,10169,11433,9704,10437,10993,11032,13663,12046,15736,12737,19138,16482,26512,8792,24552,6159,13080,5114,10742,3533,10289,930,5232,61,1166,0,0,0,0,0,0
2021-07,경원선,359,도봉,376,12,7054,1275,9782,3572,18355,3989,17630,9540,11729,7020,8993,6744,7771,6162,7580,6805,7616,6425,7597,7138,7515,8475,7927,9332,8307,11681,9498,14957,4524,14899,2814,8587,2133,6465,1650,6745,571,3222,38,714,0,0,0,0,0,0
2021-07,경원선,360,도봉산,239,1,6210,1250,9272,3237,20536,4974,19721,7439,13163,11184,10724,13091,10171,11143,11692,11619,12980,8953,14520,7616,15558,8365,17187,7979,15562,7711,13423,9312,7600,8085,4458,4764,2994,3679,1880,3970,440,1997,33,624,0,0,0,0,0,0
2021-07,경원선,361,망월사,443,4,7669,1040,12218,3338,25221,4138,24542,9986,14652,8050,10394,6852,9504,7267,9137,8671,8722,7738,7901,8198,8390,9296,9071,11554,9478,15043,9290,23137,4596,22319,3271,12544,2730,9924,2233,9536,654,4464,58,919,0,0,0,0,0,0
2021-07,경원선,362,회룡,1027,18,14113,2115,24795,5801,51535,8661,42457,11345,24257,10337,19235,10254,17130,11313,16031,13396,14174,12905,12600,13897,12196,16131,11647,20784,12351,26175,11071,40232,6512,39619,5043,20928,4279,16538,3392,13991,778,7161,85,1651,0,0,0,0,0,0
2021-07,경원선,363,의정부,2440,14,9438,2073,21681,7022,43950,13657,39807,35185,24140,30073,20404,25317,22007,23396,23578,26299,22992,28599,23191,27092,24884,25071,27822,29588,33578,33408,37586,49567,23154,44639,23881,24960,18505,19897,14997,17321,3246,9674,234,2924,0,0,0,0,0,0
2021-07,경원선,364,가능,500,8,8221,1682,11361,3626,22592,6778,20202,11799,11205,7764,9864,5744,8855,6506,9071,6730,7540,6952,7116,5914,7185,7427,7941,9793,9635,12114,8646,17956,5203,17384,3804,10987,3514,7369,2537,7898,632,4067,50,1334,0,0,0,0,0,0
2021-07,경원선,365,녹양,353,0,5327,1079,8488,2369,16937,4651,13731,7868,7715,4221,6564,3193,5904,4451,5762,4453,5049,4461,4501,3769,4993,5235,5296,6872,6180,9026,7284,12296,3414,12831,2300,7768,2015,5349,1411,5755,406,2911,27,918,0,0,0,0,0,0
2021-07,경원선,366,양주,1466,5,5351,1928,11750,5923,28592,10400,23195,10819,13944,5963,11462,5887,10004,6873,10112,7309,9214,7315,7840,7103,8010,8677,9906,10839,10769,14651,13357,20091,6195,18757,3762,13438,2994,9097,1886,9541,442,4145,27,1348,0,0,0,0,0,0
2021-07,경원선,367,덕계,6,0,2570,1148,7282,3812,11941,3281,9985,4050,4767,1885,3624,1560,3533,1952,2822,2011,3086,2192,2725,1949,2830,2784,4059,3337,4117,5702,4350,7928,1647,8355,1204,4694,931,3639,687,2720,220,1992,12,378,0,0,0,0,0,0
2021-07,경원선,368,덕정,1,0,3258,1484,8011,5572,16847,9540,15403,11044,8429,4629,6569,3606,6944,4577,6521,5467,6344,5163,5620,4095,5734,5773,6682,6438,8991,10689,11288,12096,4556,13078,3354,7059,2882,7497,1982,5613,956,3136,89,657,0,0,0,0,0,0
2021-07,경원선,369,지행,120,2,4881,998,10420,2641,20116,5385,18079,10755,11432,6427,9023,4994,8802,6461,7937,7261,8197,7904,7323,6761,7128,8656,7227,9282,8632,13288,10382,15869,5247,18308,4615,10088,4277,8532,3110,8968,1016,4691,41,1076,0,0,0,0,0,0
2021-07,경원선,370,동두천중앙,56,1,2593,671,5169,2036,8238,4246,7600,8426,5779,4170,4566,3338,4565,4543,4600,4035,4659,4048,4330,3372,4627,4143,3836,4366,5235,5311,6908,5538,2810,6800,1964,3903,1361,3085,857,3313,281,1948,8,463,0,0,0,0,0,0
2021-07,경원선,371,보산,53,0,1593,321,2347,1077,4469,2253,3367,2528,2838,1710,2334,1417,2239,1641,2309,1512,1985,1698,2034,1712,2049,1876,2240,1944,3119,2819,2416,2817,1485,3839,1063,2459,710,1885,318,1594,150,1004,1,199,0,0,0,0,0,0
2021-07,경원선,372,동두천,20,0,832,539,2833,3306,5223,8329,5207,4575,3789,3005,3468,2940,2948,3343,2328,2106,2942,3206,3123,3116,3507,3440,2967,2772,3936,3130,4844,4224,2571,3516,1253,3326,671,2480,391,1552,190,1432,3,307,0,0,0,0,0,0
2021-07,경원선,373,소요산,122,1,800,1210,1377,1718,3262,3067,3505,4950,3943,5039,3750,9721,4902,11559,6764,12976,8551,8479,11353,6230,12825,5614,12942,4525,10816,3149,7042,2005,2929,1523,1680,1531,862,920,299,688,159,870,0,321,0,0,0,0,0,0
2021-07,안산선,280,산본,677,3,8297,2039,21754,6752,50899,12953,48586,28453,22343,20205,18116,16735,17683,16484,18843,17950,18052,19814,17341,19620,18084,20850,19606,23169,21499,32682,27410,59844,17720,51044,13989,26102,14958,19514,11517,17061,1996,8639,40,635,0,0,0,0,0,0
2021-07,안산선,281,대야미,18,0,2677,1131,7009,4106,16032,5240,16277,8184,9118,4399,6610,4070,5569,4348,5954,4459,5854,3842,5445,4220,5815,5393,6612,6645,7444,8454,9124,13948,4928,11213,3850,7368,2924,6139,1734,6321,516,2609,23,225,0,0,0,0,0,0
2021-07,안산선,282,반월,33,0,3433,956,7457,2422,15830,3384,13829,6010,8372,3301,5825,2933,5170,3770,4971,3881,5129,4076,4305,4405,4126,5364,4761,6572,5995,8154,6780,13299,3461,11230,2644,7447,1778,6006,1208,5984,421,2420,67,210,0,0,0,0,0,0
2021-07,안산선,283,상록수,318,8,14339,2683,29862,8104,67201,11135,59256,14761,29122,12077,20351,9594,17364,10770,17993,11855,16644,13807,13668,14242,14114,16394,15369,21398,17691,32463,17574,59949,11269,52603,9402,32153,7954,28565,5550,23693,1849,12682,71,1172,0,0,0,0,0,0
2021-07,안산선,284,한대앞,134,3,7561,939,16223,4269,29411,7423,23020,14060,13897,11069,10780,8574,10163,7507,10356,7762,9513,9212,8839,8637,9077,9750,10257,12989,13781,17078,14876,27719,7997,24023,6395,14032,6120,11960,4876,11476,1120,6285,34,739,0,0,0,0,0,0
2021-07,안산선,285,중앙,295,47,8194,950,25495,8008,52765,12381,38951,30894,19944,26424,17125,16729,17896,15832,19720,19812,18782,22443,17982,21847,19632,21969,23994,24763,28967,33212,33108,56811,19983,49429,20294,25834,21546,22004,18881,18645,3344,11968,96,1708,0,0,0,0,0,0
2021-07,안산선,286,고잔,228,5,5108,842,13470,4441,28055,12774,19344,25611,11309,12521,9604,8809,10261,7349,9527,7801,8483,8979,9176,8457,10562,8405,11623,8592,17318,12680,21345,21515,7930,17857,6240,10954,5764,9143,4395,8321,1425,5580,56,939,0,0,0,0,0,0
2021-07,안산선,287,초지,237,0,2992,451,8292,4128,18176,8424,13175,9888,6533,3594,4674,2664,4357,2745,4259,3151,3656,3570,3503,3467,3739,3984,4454,4615,6671,7258,9173,13319,4565,12419,2695,8004,2150,6582,1484,5543,363,3071,19,609,0,0,0,0,0,0
2021-07,안산선,288,안산,1664,4,10248,1600,11683,16335,18507,40269,18564,31632,14491,13472,11165,11378,11374,12144,12664,11561,12851,11374,13355,11401,14550,12018,18152,12861,38119,19061,43537,21818,20480,17909,18849,13405,11054,11889,4428,8813,1019,4517,22,1053,0,0,0,0,0,0
2021-07,안산선,289,신길온천,47,0,1833,104,3443,1544,6068,3237,4739,2914,2849,1290,2039,1225,1728,1365,1758,1329,1723,1405,1585,1552,1791,1765,2234,2156,3156,3060,3686,4708,1719,3978,1197,2679,728,2273,388,2168,107,1218,13,272,0,0,0,0,0,0
2021-07,안산선,290,정왕,195,4,6264,243,8805,12821,16833,25545,13343,24325,9397,11517,8148,7208,7894,7410,8658,7987,8498,7300,8327,7976,10034,8358,13809,8425,18098,12851,25189,17519,11607,13796,8685,11230,6019,9000,3189,7955,788,4977,22,886,0,0,0,0,0,0
2021-07,안산선,291,오이도,230,5,6084,316,14124,6528,28693,12711,21309,13477,11610,8035,9585,7472,9405,8626,10220,10374,10355,10542,9555,10489,10903,11664,12610,11973,16586,15741,16909,24021,10004,20940,8311,13266,7938,11185,5119,10062,1090,6552,3,1647,0,0,0,0,0,0
2021-07,안산선,292,수리산,13,0,3450,519,8507,1834,16900,3557,16396,5084,8716,3143,5798,3505,5175,3096,5049,3162,4557,3050,4023,3180,4111,3589,4114,4617,4439,6239,5164,12100,2570,9659,1761,6399,1239,4597,855,5037,237,2197,2,188,0,0,0,0,0,0
2021-07,과천선,230,선바위,1,0,1031,1275,5956,8638,16894,18736,19892,24010,12340,13903,7962,6598,6938,5985,7808,6417,7783,5704,7732,5382,8601,6424,11924,7058,20405,10710,28041,15974,13685,12436,7771,7276,6185,6369,3358,6662,785,1924,6,48,0,0,0,0,0,0
2021-07,과천선,231,경마공원,2,1,312,273,757,1889,1825,2427,2321,5996,1967,2170,1644,1281,1464,1535,1402,1250,1547,1191,1575,1101,1650,1268,2020,1544,3327,1794,6734,2260,1047,1613,642,1059,596,925,265,791,66,352,0,8,0,0,0,0,0,0
2021-07,과천선,232,대공원,3,0,110,520,362,4003,1132,4041,1192,9979,1823,11236,2246,10879,2665,5724,4411,4093,4716,4420,5728,3962,6762,2813,8388,2290,8568,1664,8798,1542,4498,898,2325,515,2288,387,452,230,133,124,0,3,0,0,0,0,0,0
2021-07,과천선,233,과천,4,3,2126,578,7360,5450,19309,4331,19379,8273,11234,4747,7891,4317,7075,4463,7743,4649,7158,5182,6609,5186,7369,5556,8785,7531,8900,9621,7236,17456,3862,14658,2650,7758,1662,7268,1302,7538,335,3050,2,69,0,0,0,0,0,0
2021-07,과천선,234,정부과천청사,7,0,1991,1217,6766,10562,17653,19120,15740,57632,11078,15309,8827,9153,9311,7787,9587,8425,9928,8626,10179,8800,11569,8460,17131,9747,27488,13053,47152,19214,12500,16056,9588,8188,7965,7576,4111,6977,707,2810,2,43,0,0,0,0,0,0
2021-07,과천선,235,인덕원,50,1,8220,2857,26507,13705,67966,35490,60593,95455,32802,33142,23321,16702,21021,16037,22957,16401,22703,17694,20716,19117,22103,21279,28646,25962,45451,39539,77589,66102,26414,60855,19204,30332,18289,25358,11988,25980,1911,10456,4,304,0,0,0,0,0,0
2021-07,과천선,236,평촌,17,0,3703,2535,18744,8646,49783,32591,39290,82455,20040,32763,14891,13984,14982,12104,15107,12566,13901,15469,14558,13016,16757,12636,19347,16531,37952,22654,63255,40622,24460,38873,16831,18302,15003,13373,12546,13756,2272,5500,12,207,0,0,0,0,0,0
2021-07,과천선,237,범계,58,1,7250,2705,29917,9944,76162,21898,63279,55304,32159,40948,24483,28627,25047,23996,27529,26659,26991,31437,26218,28321,29386,28589,34673,34752,42079,45857,55431,76833,32354,69921,33058,31087,28034,22885,23417,23444,3127,9066,12,443,0,0,0,0,0,0
2021-07,분당선,143,선릉,18,0,1049,1516,2161,10094,4276,40803,5959,120120,5100,77038,6432,30932,8314,20779,9714,18517,10494,19757,11894,15216,15296,12672,23951,13288,41919,15623,73442,18111,31050,11097,17461,5439,17229,4498,15993,4252,1603,1788,33,362,0,0,0,0,0,0
2021-07,분당선,144,한티,46,17,2017,1076,6877,9480,17534,26699,20568,47779,12758,40486,10649,23263,12445,18316,16605,21381,17517,25331,17091,16969,20222,16227,24278,18280,37495,26603,41278,30804,25735,20830,27050,10784,21957,9487,26346,9197,2226,3195,28,159,0,0,0,0,0,0
2021-07,분당선,145,도곡,81,0,1302,1003,3236,6211,7478,12696,10164,23157,7752,16736,6276,7694,7066,6438,7591,6768,8130,7261,8314,6768,10903,6593,12535,7142,18133,8874,20680,12308,10698,9503,6909,5435,6312,4634,4566,5059,773,1859,10,167,0,0,0,0,0,0
2021-07,분당선,146,구룡,2,0,446,1214,1248,6157,2460,4421,3606,5112,2785,2695,2427,1444,2755,1439,2940,1688,2165,1543,2120,1543,3277,1700,5942,1770,6154,2345,3539,3152,1665,2500,862,1514,685,1254,537,1510,91,582,7,19,0,0,0,0,0,0
2021-07,분당선,147,개포동,4,1,772,1231,3031,8187,7835,5061,8039,8963,4867,6581,3990,3922,4205,3054,4722,3750,4348,4292,4558,3796,5215,4075,7643,4593,9657,6261,8229,9238,4504,7500,3016,4064,2928,3545,2616,3996,498,1500,6,32,0,0,0,0,0,0
2021-07,분당선,148,대모산입구,3,0,1798,1219,3305,7453,7999,4488,8842,8088,5644,4481,4310,2715,3849,2779,4083,2918,3682,3011,3446,2958,4628,3798,7311,3846,8334,5018,6722,6564,3015,5483,1868,3384,1281,2820,850,3041,260,1198,10,90,0,1,0,0,0,0
2021-07,분당선,149,수서,50,0,3082,2858,5868,11845,21347,24123,31437,40749,19264,21960,17185,16290,14463,12853,17619,15529,15733,15447,12902,14639,18747,16083,21352,19023,30818,23421,37136,34230,16509,25220,16327,15104,10224,12137,10934,12430,3409,3538,5,306,0,0,0,0,0,0
2021-07,분당선,150,복정,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-07,분당선,313,수원,563,7,4460,616,8431,3463,21117,7302,22061,11954,10445,10142,6987,6873,7361,8000,8135,7985,8434,9051,8388,8704,9470,8238,10804,10260,13809,16329,17735,22345,11544,15674,11495,8168,10782,6755,8944,5590,1621,2532,33,372,0,0,0,0,0,0
2021-07,분당선,314,서울숲,119,0,2415,659,4942,5820,12783,18462,19031,37534,12775,23384,6977,14372,6787,9699,7651,10405,8728,11979,9276,10634,11800,10800,16314,11626,27126,14448,39647,22199,18418,14891,13606,7924,12085,6598,8254,7226,1296,2345,28,461,0,0,0,0,0,0
2021-07,분당선,315,압구정로데오,132,32,1341,801,3310,10935,4586,20859,6268,62065,5771,95548,7196,46378,10447,33854,13975,29742,16090,29047,20710,24993,27110,23626,34429,24086,53273,27589,75673,32620,57096,17327,46419,6062,35611,3954,29756,3457,2805,1309,57,258,0,0,0,0,0,0
2021-07,분당선,316,강남구청,47,14,1230,585,2684,4801,6246,14883,8371,52317,7607,39379,7395,17718,8392,12707,9012,12117,10015,13106,11113,11684,12727,11248,14895,11062,24432,13744,45656,17347,22898,10804,12935,6017,12110,4476,8916,4811,1387,1859,25,363,0,0,0,0,0,0
2021-07,분당선,317,선정릉,3,0,893,979,1831,5617,4309,12426,6362,49202,5547,37611,4812,13423,5483,7362,5928,6889,6955,7553,8145,6866,9242,6028,11765,6232,21976,7468,42634,9228,21364,6105,9849,3539,8500,3138,6847,3389,1112,1285,10,242,0,0,0,0,0,0
2021-07,분당선,318,가천대,34,3,5159,742,7414,3121,16568,5168,22544,13788,12864,8303,7445,6048,6822,5936,7125,7386,6643,7336,6633,6700,7581,7860,11555,9560,11095,13802,10628,21395,5920,18266,3608,11823,3443,12606,3065,13283,874,6411,21,215,0,0,0,0,0,0
2021-07,분당선,319,태평,237,13,15593,1447,20432,5219,39101,8186,57657,17584,37320,12137,19999,10960,15986,11864,16786,12785,16413,13206,14503,15184,14421,20878,14700,23102,17868,30365,17270,42058,9177,31099,6994,22679,5652,23823,4055,19285,885,7631,17,250,0,0,0,0,0,0
2021-07,분당선,320,모란,432,5,14894,2967,21888,10854,49033,21613,59854,32971,42851,24824,28008,22334,26706,23208,26651,25364,26102,27822,29268,27539,26138,32878,26806,34329,30893,39212,38205,57766,20534,41912,14075,28535,13528,24784,10865,23090,2501,10404,66,463,0,0,0,0,0,0
2021-07,분당선,321,야탑,74,1,6652,2571,17349,13465,47639,37367,56294,85979,37345,47590,29113,29980,28938,24289,30106,29585,28841,31266,29776,28848,32032,31516,36890,32838,53562,43582,75982,63749,33620,49601,24299,29114,22355,22147,15612,23535,3040,9390,98,693,0,1,0,0,0,0
2021-07,분당선,322,서현,243,12,4156,2985,12023,11608,30001,37178,35105,71092,23880,57933,22012,33589,24437,30393,28887,32214,29374,34110,31645,34359,36694,31578,40632,34348,57966,42124,74603,55061,42501,40190,41905,21345,35837,16253,24850,14895,3911,6288,127,495,0,0,0,0,0,0
2021-07,분당선,323,수내,125,1,2330,1898,6489,6997,16160,16158,19306,50014,12772,36286,10553,19180,12092,14689,14640,15521,15465,15502,17389,14897,18748,14562,20844,15139,30893,19251,44943,24879,23232,19340,21824,10391,15257,8441,11439,8621,1753,3164,46,348,1,0,0,0,0,0
2021-07,분당선,324,정자,257,6,3141,1122,8760,13726,24207,33436,27690,66334,19218,37045,13836,18932,14323,14746,16358,15836,16263,17439,17852,15682,20124,16011,24692,20353,45195,27675,53425,41554,28104,31644,20353,17080,23738,13981,22025,14961,3930,5308,482,828,0,1,0,0,0,0
2021-07,분당선,325,미금,514,1,3418,711,10999,11050,22982,20226,28782,40471,20438,29891,19136,19794,20601,18758,21391,20376,21002,22370,22022,20665,25950,19855,26500,23181,32675,27334,35987,37544,18009,29003,14552,18584,15462,15340,12228,14863,2146,5876,37,825,0,0,0,0,0,0
2021-07,분당선,326,오리,543,16,3390,525,13373,7419,28184,13430,29296,32276,17853,17794,13275,9637,12950,9553,13849,11022,13126,9600,12649,9780,14184,10165,15449,11887,23340,14701,32527,23167,13149,19890,9720,12159,9285,9283,5699,10052,1449,4156,45,672,1,1,0,0,0,0
2021-07,분당선,327,이매,66,7,2360,1075,5758,3638,12499,7911,13280,12881,8568,6903,6509,5009,7620,4739,7188,5856,6514,5920,6921,5740,7759,6379,8178,7423,11055,9489,12685,13468,5811,10609,3829,6276,4507,5603,3876,6209,640,2631,64,281,0,0,0,0,0,0
2021-07,분당선,328,보정,13,0,843,116,2928,1432,7211,2751,8359,4755,5012,1786,3499,1278,3213,1775,3031,1838,2815,1913,2622,2122,3128,2576,2985,3100,3528,3679,3789,6159,1615,5331,1110,3202,1134,2845,1107,3279,200,1552,4,91,0,0,0,0,0,0
2021-07,분당선,329,죽전,1452,22,4931,682,14140,6960,38204,13808,33767,20689,18474,18456,13010,19168,13009,15285,14580,15415,14284,15769,14028,16457,16266,16558,17890,21180,22320,26049,26627,42347,16666,36796,20579,21231,10632,18113,7664,18505,1569,9455,5,2742,0,0,0,0,0,0
2021-07,분당선,330,구성,43,0,2119,339,6957,2295,18663,4567,17508,7399,9731,3592,6279,3018,5577,3642,5203,3855,4959,3974,4702,4127,4722,5074,4837,6474,6097,10542,6591,17775,3254,16447,2524,9396,2089,6798,1467,8139,358,3712,1,205,0,0,0,0,0,0
2021-07,분당선,331,신갈,49,3,2394,304,7552,1493,16383,2251,15995,5633,8690,3219,6375,3012,6057,3620,5241,4202,5692,4522,4918,4563,4944,5253,5495,5651,4938,9439,4428,15010,2119,13208,1731,7942,1550,6222,1189,7185,325,3163,4,154,0,0,0,0,0,0
2021-07,분당선,332,기흥,129,1,5411,464,12790,3904,32686,8039,31266,11973,15850,6932,10831,5931,10096,6943,10600,7287,10260,8827,9487,8536,9896,9931,11446,11205,13783,18473,16529,32899,8889,27632,6636,15737,6757,12724,5077,14755,1253,6193,9,420,0,0,0,0,0,0
2021-07,분당선,333,상갈,24,0,2796,545,8417,2429,17959,6585,17397,8577,10356,4626,7134,3640,6327,3997,6147,4011,6113,5210,5144,4597,5291,5775,6105,7240,8683,10342,10097,16228,5252,13697,3320,9116,3304,8491,1610,8359,547,3392,1,362,0,0,0,0,0,0
2021-07,분당선,334,청명,18,2,2333,727,6206,1747,14895,4935,14919,7112,6929,3219,4490,2730,4175,2824,4272,3366,4340,3377,3580,3780,4254,4002,4931,4793,6698,7645,7503,13322,3175,10949,2341,6619,1787,6041,2003,6099,472,2441,4,216,0,0,0,0,0,0
2021-07,분당선,335,영통,55,2,2324,1233,7087,3382,15059,8476,15947,20480,9129,13494,7762,8708,8052,8208,9007,10226,9673,10258,8962,9919,10696,9778,12277,10808,18023,15717,20886,22734,10675,16192,9573,9872,11007,8903,11035,9133,2117,3862,55,265,0,0,0,0,0,0
2021-07,분당선,336,망포,47,2,4425,2543,16603,8952,42107,22851,37044,39538,18181,15409,12176,8292,11463,8606,12301,9515,12210,10439,11448,10208,13089,11392,16749,14016,30500,19917,41863,37761,18415,36910,13101,21713,10505,15961,8454,15563,2026,6718,61,390,0,0,0,0,0,0
2021-07,분당선,337,매탄권선,58,0,3257,602,8254,3165,17147,4724,16220,8902,8253,4021,5557,3178,5045,2932,5351,3857,4931,3826,4393,3449,5071,4807,6187,6101,8692,9338,7928,16337,4022,13877,2735,7920,2401,6609,1979,7283,463,3220,5,190,0,0,0,0,0,0
2021-07,분당선,338,수원시청,143,4,4049,1265,9849,5761,24942,14082,24268,41478,12671,26690,10411,14934,12190,11048,13900,15548,13294,16531,13553,13628,15494,14431,20817,16411,25300,24976,37006,38979,17784,28148,15030,16089,18186,10955,16869,11606,2512,5677,74,549,0,0,0,0,0,0
