사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-07,9호선,607,개화,16,1,1431,345,5921,2171,13338,3512,7498,5477,2977,2522,2074,1773,2075,1954,2039,2039,1938,1720,1928,1554,2225,1990,3085,1891,5177,3266,6030,5633,2565,4804,1961,2576,1709,1572,433,1359,183,681,2,93,0,0,0,0,0,0
2021-07,9호선,608,김포공항,4,0,1387,1351,3483,12186,7722,20729,10057,23073,9124,18794,7922,18114,11158,19926,11349,19312,12507,25976,13309,25613,15061,22647,13185,22750,16221,27335,22072,29829,15037,18237,15542,8555,15845,3440,8415,2476,1223,1154,20,303,0,0,0,0,0,0
2021-07,9호선,609,공항시장,2,0,3236,250,4155,1154,8634,1802,9803,4013,5555,2848,4201,3173,3796,3237,3953,3331,3811,3773,3738,3709,3536,4462,3775,5515,4081,6492,4066,10079,2379,9049,2070,5497,1784,4573,1096,4856,315,2577,1,76,0,0,0,0,0,0
2021-07,9호선,610,신방화,5,0,4742,686,10644,3050,24612,4055,24053,10062,12596,5705,8974,5317,7943,6033,8649,6939,8248,7196,7521,6775,7484,8965,8407,9933,7981,13066,9064,23450,5219,19038,3928,10973,3078,9201,2507,8943,650,4101,0,64,0,0,0,0,0,0
2021-07,9호선,611,마곡나루(서울식물원),5,0,3343,1108,8974,11009,25580,12129,26132,37818,11749,19271,8995,10722,9157,8941,10763,9342,10797,10028,10603,9814,12532,10741,16102,12342,26849,18487,36351,30806,15110,25865,12237,13777,12592,11477,10194,11575,1947,5436,21,234,0,0,0,0,0,0
2021-07,9호선,612,양천향교,12,0,4104,1053,9235,5369,26655,9538,26961,31992,13408,13402,9557,7583,9466,7231,10594,7842,10277,7649,9991,9132,10005,8741,12345,10203,16557,15262,27046,26016,9912,23057,5925,13707,5456,11416,4055,11881,889,6049,0,91,0,0,0,0,0,0
2021-07,9호선,613,가양,45,0,14049,1706,23397,8613,65016,22145,64771,39364,36290,25263,25572,15216,23992,16064,24506,17536,23382,19196,20508,20024,21256,22010,24842,27138,31391,34479,40182,63185,18701,53252,12775,29626,10708,27353,7797,25663,1399,10875,3,592,0,0,0,0,0,0
2021-07,9호선,614,증미,0,0,2376,731,6907,3747,18593,8337,18618,32477,10082,12873,8095,7915,8242,6303,7806,6910,8011,7281,7951,7050,8400,8434,9287,8502,15208,10076,27575,19164,8596,16552,5201,8184,4694,7062,2690,6192,755,2993,0,3,0,0,0,0,0,0
2021-07,9호선,615,등촌,3,0,5458,759,13763,4127,37562,6800,44968,16883,20907,11488,14920,9368,13716,10219,14002,10887,13705,11514,12425,12067,12249,14771,13769,16665,14247,25165,17084,40584,9000,33145,6476,17871,5645,13000,4408,13052,1099,6416,1,3,0,0,0,0,0,0
2021-07,9호선,616,염창,0,0,11003,751,24255,5583,66514,7813,72336,19311,37112,10644,21457,9127,17987,9922,19422,12027,17390,12935,14777,13907,14204,18058,15906,20993,19016,37061,20578,65098,11030,55111,8395,32763,7428,25392,5428,27151,1036,11465,1,86,0,0,0,0,0,0
2021-07,9호선,617,신목동,2,0,1901,349,5629,2000,15682,2652,15490,5176,7297,2542,4301,2230,4129,2618,4270,2804,4032,3277,3549,2981,3635,3493,4356,4551,5088,6727,5242,12897,2393,10714,1709,5241,1520,5187,1426,5195,338,2039,0,29,0,0,0,0,0,0
2021-07,9호선,618,선유도,1,0,1648,1192,4820,4634,17641,13344,20660,35527,9219,17667,6523,6620,7086,6249,7842,6048,7296,7238,7489,6929,8076,7255,10498,8012,19661,10118,33967,19430,12469,14779,6569,7355,5453,6039,4300,5974,1008,2407,0,2,0,0,0,0,0,0
2021-07,9호선,619,당산,31,0,8019,1287,16085,6250,44383,14464,50932,37384,28502,21494,20274,14121,19801,14805,21357,15746,20522,17389,19141,17333,19771,18920,21700,22767,28452,36424,40744,59244,20509,42710,15315,24835,14869,22104,12262,23508,2651,9789,1,214,0,0,0,0,0,0
2021-07,9호선,620,국회의사당,2,0,717,1320,1457,8325,3305,38238,5422,127363,4714,53336,5883,17502,8591,13220,9435,11028,11300,11740,15087,9570,16350,7707,20582,7129,56492,7578,97977,7404,29984,4838,16775,2809,14702,2370,8736,2241,1536,802,0,1,0,0,0,0,0,0
2021-07,9호선,621,여의도,15,0,2578,1961,3751,19768,7975,110395,9635,133785,9381,51992,10821,21996,15330,20845,16272,20807,18477,21365,21379,18046,27167,16490,37853,15317,107470,16767,127771,20309,54540,13387,38861,7196,28613,5654,16674,5579,2373,1982,0,114,0,0,0,0,0,0
2021-07,9호선,622,샛강,5,0,861,989,1846,4407,4477,14728,5587,32919,3898,13321,3888,6680,4585,5757,4780,5214,5310,5618,5835,5404,7163,4479,8625,5012,16306,6536,27975,9006,9839,5206,6430,3084,6070,2499,5025,2504,1037,1044,0,11,0,0,0,0,0,0
2021-07,9호선,623,노량진,332,3,15774,2155,22675,17128,56070,47456,82302,63969,44994,32415,27629,21780,25352,21064,29119,27202,32478,29395,26565,24682,26772,28166,30492,32626,42489,48340,52679,74248,28043,50952,25762,32334,33955,30283,38725,29948,3374,13412,0,478,0,0,0,0,0,0
2021-07,9호선,624,노들,21,0,3629,241,4656,1404,14134,2090,18694,3599,9992,2753,6302,3050,5578,3100,5617,3539,5585,3658,4889,3826,4536,5112,4692,5998,5134,8581,5184,15689,3118,11246,2482,6233,2172,5741,1826,5342,557,2269,0,0,0,0,0,0,0,0
2021-07,9호선,625,흑석(중앙대입구),2,1,3187,1207,5557,6559,14454,10671,18267,14576,12364,10899,9514,8871,9567,7346,9650,8607,9182,9722,9919,8191,11391,10025,13911,11258,16857,15009,12541,22872,7204,14839,6034,9787,5588,8042,5536,8521,1133,3322,0,6,0,0,0,0,0,0
2021-07,9호선,626,동작(현충원),11,0,1160,506,1675,1630,4779,1504,5566,2715,3397,2024,2280,1565,2285,1276,2333,1420,2155,1480,2028,1535,2060,1502,2765,1877,2979,2439,3941,4240,1915,3185,1303,1694,1205,1676,1000,1762,270,720,1,498,0,0,0,0,0,0
2021-07,9호선,627,구반포,0,0,514,293,1613,1754,3762,3113,4453,6242,3368,4939,2869,3330,2930,3468,3309,3352,3447,3959,3710,3133,3888,3531,4344,3782,5476,4270,6877,6566,3674,4475,2859,2285,2311,1965,1713,2434,282,1053,0,21,0,0,0,0,0,0
2021-07,9호선,628,신반포,0,0,370,838,1813,7155,4677,6070,5833,8627,3953,5288,2971,3674,3265,2826,3588,2981,3902,4104,3669,3226,5222,3662,9640,3389,9120,4447,7930,7100,4222,4773,2971,2645,2638,2396,2002,2699,449,1155,0,0,0,0,0,0,0,0
2021-07,9호선,629,고속터미널,13,0,2136,1408,4618,12732,13880,15894,16949,25450,13526,25464,11438,24109,13146,24439,15181,23560,16429,25578,17803,25187,19774,25585,23638,26158,27019,29272,28471,38128,23211,23819,19709,14252,15442,11613,13393,11264,2831,3892,0,7,0,0,0,0,0,0
2021-07,9호선,630,사평,2,0,864,192,2805,1733,8115,4281,9362,6489,5575,3369,3992,2751,3862,3291,4140,3588,4387,4001,3935,4324,4792,3838,5806,5006,6332,6805,6584,9495,3684,7855,2615,3992,1700,3544,1747,3887,283,1250,0,0,0,0,0,0,0,0
2021-07,9호선,631,신논현,15,0,2440,1495,11833,14495,28564,38306,38332,84738,25036,95197,21739,50014,26011,38262,31945,38314,34427,43509,37020,40230,42440,36811,51643,39965,71373,49154,101150,73347,71199,41156,49970,20648,55567,16947,46095,15015,5791,6734,8,553,0,0,0,0,0,0
2021-07,공항철도 1호선,645,서울역,94,0,2142,468,1871,7590,8860,12611,9586,19268,6684,13216,6455,10210,7312,9319,9346,9783,9902,9156,8642,8418,11675,9322,13479,9613,17021,10633,22736,13915,14840,10628,9750,5909,11578,5444,8003,4065,3013,1515,1,796,0,0,0,0,0,0
2021-07,공항철도 1호선,646,공덕,22,0,1191,220,1736,1292,4979,3327,4361,8828,2540,4803,1791,2821,1956,2492,2156,2590,2257,2578,2111,2538,2072,2898,2831,3163,4647,5002,7684,8484,3411,5853,2452,2997,2350,2817,1999,3102,476,1302,19,494,0,0,0,0,0,0
2021-07,공항철도 1호선,647,홍대입구,84,2,2255,403,3607,2743,7930,5899,9926,19464,6709,18172,5184,12690,6312,13194,7806,15403,9502,15797,10484,13381,12186,13661,14361,14227,20096,16025,25883,22084,18838,14039,16821,6727,20692,5888,18891,6285,3494,3356,144,634,0,1,0,0,0,0
2021-07,공항철도 1호선,648,디지털미디어시티,64,13,2983,659,6133,5136,16622,24014,16927,78755,10215,34889,6626,12675,6780,8387,7788,8940,8380,8758,8742,7671,10515,7783,14521,8347,35291,11835,80832,20349,28947,13896,15458,7377,13330,6280,10693,6043,1966,2717,120,760,0,0,0,0,0,0
2021-07,공항철도 1호선,649,마곡나루(서울식물원),8,0,1679,758,3963,10516,10653,18290,11646,42621,5529,17705,3390,5857,3901,3782,4354,3965,4221,3862,4066,3460,5827,3688,11391,4390,31096,6952,34861,12638,12987,8684,7868,4735,6451,4152,4347,4665,1053,1970,142,1414,0,0,0,0,0,0
2021-07,공항철도 1호선,650,김포공항,14,2,1848,1728,2912,11438,6385,20331,13166,20339,16457,11330,15174,9814,20836,10529,18906,11060,20652,13388,20371,12758,22806,10731,16933,11002,22105,13376,34841,12864,21778,7826,22611,4040,25746,1656,18795,1469,3412,699,69,304,0,0,0,0,0,0
2021-07,공항철도 1호선,651,계양,10,0,7748,544,18753,2783,46000,3617,38554,5400,19591,4222,12039,3383,10666,3842,10585,4894,8757,5926,7204,6772,6958,8496,7895,11311,8216,18032,7082,35807,4320,35202,2924,18375,2646,16018,1893,16195,587,8064,73,1493,0,0,0,0,0,0
2021-07,공항철도 1호선,652,검암,422,2,6303,336,13372,2237,31475,6890,23222,15008,11863,5131,7481,3460,7366,3616,6768,4100,5835,4634,5303,4848,5212,5721,6498,7263,7584,11601,13170,22984,4197,24590,3264,12168,2823,10520,1997,10546,593,5881,94,1702,0,0,0,0,0,0
2021-07,공항철도 1호선,653,청라국제도시,70,0,3465,125,14601,4030,27582,7736,16866,16059,7995,5020,5810,2723,6115,3004,5802,4046,5472,4108,4668,4146,5077,4975,7366,6693,10872,8701,18504,19547,5284,22198,3618,11002,2932,9169,2753,9275,668,4826,87,987,0,0,0,0,0,0
2021-07,공항철도 1호선,654,운서,20,2,5317,377,10479,5619,17840,8678,18678,12366,7945,7293,7867,4319,7928,5042,8817,5735,7257,6620,7115,6259,7577,7992,9449,9129,13393,10754,10857,21034,5535,15459,5515,11014,5018,9258,3822,9749,926,5624,71,1291,0,0,0,0,0,0
2021-07,공항철도 1호선,655,공항화물청사,2,0,414,526,1253,7067,1622,14136,2218,18676,1870,3426,670,1800,713,2948,1044,3212,1243,1484,1918,986,2801,703,4742,1331,9193,1556,16777,1105,4089,1053,2342,1493,2635,1003,2777,273,577,150,6,38,0,0,0,0,0,0
2021-07,공항철도 1호선,656,인천공항1터미널,0,0,836,2213,1436,5464,3425,11262,5506,17075,4387,4682,1890,5738,3013,7076,3434,9137,4518,6243,5417,6270,8765,5866,8140,4828,12634,7204,16385,3300,6797,2023,5114,2803,5055,2005,3242,1048,661,690,7,347,0,0,0,0,0,0
2021-07,공항철도 1호선,657,인천공항2터미널,1,0,1048,1249,1253,4280,2168,8039,3431,9022,3113,2871,1159,3098,1437,5060,1691,5467,2524,3228,3663,3796,6865,3325,6634,3315,9284,4051,10139,1323,4253,770,2694,894,2326,1192,1101,522,284,237,1,226,0,0,0,0,0,0
2021-07,공항철도 1호선,658,영종,7,0,2200,126,6383,1905,10384,2382,6901,3576,5197,2431,4266,2205,4575,2932,4278,3222,3913,3246,3271,4259,3737,3945,4240,4230,4647,6625,3423,6667,2288,9872,2021,5374,1785,4938,1331,4344,499,3215,53,778,0,0,0,0,0,0
2021-07,9호선2~3단계,632,언주,0,0,1149,925,2349,7527,6107,18173,7978,57304,7327,38627,7158,17740,8948,10722,10367,9971,10146,11929,12018,9852,14007,9438,17309,8559,32904,9300,51070,11844,23380,8710,12186,5652,10484,5171,8432,4732,1650,1979,1,120,0,0,0,0,0,0
2021-07,9호선2~3단계,633,선정릉,1,0,995,1431,3592,6839,7772,16682,8441,52209,6269,40539,5453,16027,6318,9901,7319,9470,8394,9844,9158,9204,10062,7648,13744,8226,24824,9634,47056,12196,25652,9465,12921,5738,11263,5434,9444,5218,1601,1683,1,18,0,0,0,0,0,0
2021-07,9호선2~3단계,634,삼성중앙,1,0,726,589,2133,4007,4372,12901,5767,34837,4666,26097,4211,9726,4605,5767,5346,5319,6395,6605,6896,5197,7654,6020,9625,5853,20476,6711,32691,9974,14526,6475,7792,3863,7032,3159,5366,2914,910,1413,0,5,0,0,0,0,0,0
2021-07,9호선2~3단계,635,봉은사,0,0,1583,1164,4415,11085,7362,31900,9183,81051,7073,53103,7804,23335,10198,19214,12499,18873,15524,19878,17187,17473,20515,15091,27434,14308,49151,15444,75837,16891,35953,11224,24851,5757,21415,5069,13712,4479,1676,1537,0,0,0,0,0,0,0,0
2021-07,9호선2~3단계,636,종합운동장,2,0,1092,212,3099,2154,7701,4518,8505,10155,6323,7322,4124,3932,4157,3874,4553,4349,5224,5181,4814,4606,5128,4696,7207,5348,8558,8182,10865,13179,5925,9290,4508,4749,5165,4066,4122,3944,633,1522,0,4,0,0,0,0,0,0
2021-07,9호선2~3단계,637,삼전,10,0,4287,478,6707,2805,17552,3589,26568,10504,16737,7495,8855,5353,7469,5113,7820,5936,8128,6530,7014,6667,7012,7453,8087,8965,9125,13700,11953,22526,6174,19520,4599,10482,4060,9915,4075,9951,761,5025,0,118,0,0,0,0,0,0
2021-07,9호선2~3단계,638,석촌고분,1,0,2552,288,5084,1968,14186,4015,22861,12758,13980,8576,8164,5505,7024,4613,7188,5617,7277,6411,6470,5793,6393,7246,7511,7848,8876,10854,12222,21019,5620,15119,4138,9968,4164,8674,3304,7753,597,3512,0,15,0,0,0,0,0,0
2021-07,9호선2~3단계,639,석촌,0,0,2818,174,7979,2196,20300,4871,25447,10736,17289,9988,9885,6605,8854,6483,9674,7115,9684,7594,8717,7534,8841,7847,10747,10143,12181,14620,14391,24276,8617,20135,6973,10501,7542,9840,6540,10146,1043,3501,0,46,0,0,0,0,0,0
2021-07,9호선2~3단계,640,송파나루,0,0,1707,98,3377,1768,10191,3752,14735,10038,9779,6945,5380,4384,5021,6124,5349,6451,5821,7403,5593,6204,5798,6255,6207,8776,7960,11031,11332,17462,5514,13744,5240,5999,5970,5307,4252,5561,583,2511,1,65,0,0,0,0,0,0
2021-07,9호선2~3단계,641,한성백제,0,0,772,243,2551,862,6521,1775,7190,5685,4331,4062,2827,2591,2702,2238,2882,2422,3083,2506,2844,2843,2920,2601,3446,3034,4431,4266,6548,6805,2704,5952,2192,3115,1912,2589,1614,2634,294,1340,0,38,0,0,0,0,0,0
2021-07,9호선2~3단계,642,올림픽공원(한국체대),13,0,1682,535,6328,4393,13561,4951,15010,11837,10500,7352,6242,5260,5636,6130,6480,6963,6459,7356,5633,5662,6293,6875,9113,7473,15245,11616,14575,19172,6405,13096,4694,8527,4149,7607,8681,8691,994,2457,0,93,0,0,0,0,0,0
2021-07,9호선2~3단계,643,둔촌오륜,0,0,190,249,893,2879,3497,2401,3972,1958,1966,681,1088,664,994,878,1292,796,1455,763,1333,778,1467,968,2838,1153,2231,1862,2101,2778,778,2285,478,1216,398,1136,189,1269,73,472,0,20,0,0,0,0,0,0
2021-07,9호선2~3단계,644,중앙보훈병원,3,1,2661,634,11441,6671,33746,11247,32680,19140,21157,12784,15795,11884,15285,7732,12877,9617,9210,12406,13838,10057,15426,8662,14244,8567,16966,13224,11988,25302,4687,21870,3046,10722,2550,10288,1935,11213,415,3158,1,352,0,0,0,0,0,0
2021-07,우이신설선,702,북한산우이,1,0,1422,746,2681,3185,8034,4044,8334,6275,4901,6230,3989,6484,4123,4922,4836,4473,4672,3929,5251,3554,5016,3417,6513,3755,5503,3877,4765,5767,2719,4785,2009,2789,1254,2351,801,2201,258,851,1,65,0,0,0,0,0,0
2021-07,우이신설선,703,솔밭공원,2,1,1687,453,3810,1457,9006,1452,9531,2409,6117,2233,4210,2492,3431,2652,3238,2732,3056,2889,2686,3110,2780,3508,3004,3934,2556,4664,2218,7471,1575,7028,1119,4120,734,3366,563,2844,222,1621,0,13,0,0,0,0,0,0
2021-07,우이신설선,704,4.19민주묘지,1,0,1246,619,3406,1089,7498,1779,8776,4409,5826,4250,4436,3548,4385,3163,4444,3657,3934,3419,3793,3192,4551,3679,4611,4218,4196,4884,3854,7178,2318,7028,1866,4021,1309,3041,926,2687,228,1647,1,3,0,0,0,0,0,0
2021-07,우이신설선,705,가오리,3,0,2365,346,5825,1300,14780,2699,15602,5431,9840,3768,6897,4229,5971,4318,5426,4739,5494,4828,4953,5040,4633,5761,4668,7261,4938,8378,4251,13078,2790,12442,1930,6753,1250,5530,989,4736,207,2421,0,2,0,0,0,0,0,0
2021-07,우이신설선,706,화계,6,1,2251,589,3852,1488,11313,1936,13393,4481,7872,3558,5298,3567,4729,3522,4850,3691,4197,3998,3799,3650,3715,4487,4110,5239,3929,6225,3595,9570,2662,8922,1692,4926,1261,4079,832,3456,308,1623,2,1,0,0,0,3,0,0
2021-07,우이신설선,707,삼양,0,0,1186,220,2951,878,6023,1382,7276,3356,4655,2577,3406,2635,3068,2469,2863,2536,2711,2490,2461,2784,2475,3599,2491,4061,2511,4433,2394,6495,1729,5442,1169,3183,845,2667,463,2091,149,991,0,0,0,0,0,0,0,0
2021-07,우이신설선,708,삼양사거리,0,0,1794,335,2671,1027,6366,1991,8170,4499,5557,3398,4325,2945,3491,3240,3879,3322,3792,3344,3246,3399,3162,4117,3238,4716,3130,5055,3199,7507,2435,6019,1585,3135,1292,2660,909,1850,275,1136,1,1,0,0,0,0,0,0
2021-07,우이신설선,709,솔샘,8,0,2533,255,8685,1169,24959,2784,25831,4402,13055,2995,7993,3262,6575,3532,6790,4475,6409,4553,5377,4916,5254,6249,5145,8014,4682,11147,4139,21302,2506,19277,1864,9724,1502,8618,1162,7860,358,3106,0,0,0,0,0,0,0,0
2021-07,우이신설선,710,북한산보국문,2,0,1830,608,6155,2279,17968,4130,22519,7164,13676,5577,9025,4713,7885,4723,8124,5222,7636,5553,6766,5796,6622,7402,8016,8734,7621,12019,7576,19679,4438,15990,2927,9844,2879,8258,1954,7648,756,3299,1,1,0,0,0,0,0,0
2021-07,우이신설선,711,정릉,0,0,2126,499,4967,1599,12334,2870,16101,5901,10818,3831,7216,3515,6238,3860,6462,4293,5658,4135,5146,4674,5389,6014,5611,6857,5834,9206,6301,14531,3512,11490,2390,6372,1812,5375,1269,4384,418,1835,1,2,1,0,0,0,0,0
2021-07,우이신설선,712,성신여대입구(돈암),4,0,721,415,1054,1216,3244,3399,5637,7320,3625,6062,3659,5398,3989,4854,4370,5805,4314,6082,4252,5648,4835,5685,5366,5948,6424,7137,7901,9092,5244,5716,4429,2836,5455,2122,4285,1975,689,784,0,1,0,0,0,0,0,0
2021-07,우이신설선,713,보문,1,0,443,227,791,1132,1858,2490,2988,4553,2745,2941,1968,1970,2011,1679,2044,1898,2087,1955,2146,1910,2424,1951,2574,2086,3297,2486,3848,3259,2153,2048,1383,1526,1283,1356,1141,1223,330,618,1,5,1,1,0,0,0,0
2021-07,우이신설선,714,신설동,14,0,1039,754,1125,2041,1279,4151,2020,12083,1538,7064,1762,3522,1962,2415,2255,2128,2456,2340,2711,2004,3663,1713,3966,1725,6290,1867,9286,1948,4393,1186,2464,779,2189,703,1668,696,341,480,5,120,0,0,0,0,0,0
